ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2016;;;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA;;
PR;41;23006;Salto do Lontra;14.627;;
PR;41;23105;Santa Amélia;3.643;;
PR;41;23204;Santa Cecília do Pavão;3.570;;
PR;41;23303;Santa Cruz de Monte Castelo;8.140;;
PR;41;23402;Santa Fé;11.562;;
PR;41;23501;Santa Helena;25.665;;
PR;41;23600;Santa Inês;1.746;;
PR;41;23709;Santa Isabel do Ivaí;8.877;;
PR;41;23808;Santa Izabel do Oeste;14.289;;
PR;41;23824;Santa Lúcia;3.965;;
PR;41;23857;Santa Maria do Oeste;10.861;;
PR;41;23907;Santa Mariana;12.369;;
PR;41;23956;Santa Mônica;3.882;;
PR;41;24004;Santana do Itararé;5.244;;
PR;41;24020;Santa Tereza do Oeste;10.489;;
PR;41;24053;Santa Terezinha de Itaipu;22.783;;
PR;41;24103;Santo Antônio da Platina;45.562;;
PR;41;24202;Santo Antônio do Caiuá;2.749;;
PR;41;24301;Santo Antônio do Paraíso;2.307;;
PR;41;24400;Santo Antônio do Sudoeste;20.059;;
PR;41;24509;Santo Inácio;5.494;;
PR;41;24608;São Carlos do Ivaí;6.797;;
PR;41;24707;São Jerônimo da Serra;11.535;;
PR;41;24806;São João;10.676;;
PR;41;24905;São João do Caiuá;6.031;;
PR;41;25001;São João do Ivaí;11.115;;
PR;41;25100;São João do Triunfo;14.815;;
PR;41;25209;São Jorge d'Oeste;9.296;;
PR;41;25308;São Jorge do Ivaí;5.675;;
PR;41;25357;São Jorge do Patrocínio;5.980;;
PR;41;25407;São José da Boa Vista;6.512;;
PR;41;25456;São José das Palmeiras;3.832;;
PR;41;25506;São José dos Pinhais;302.759;;
PR;41;25555;São Manoel do Paraná;2.184;;
PR;41;25605;São Mateus do Sul;45.000;;
PR;41;25704;São Miguel do Iguaçu;27.330;;
PR;41;25753;São Pedro do Iguaçu;6.336;;
PR;41;25803;São Pedro do Ivaí;10.864;;
PR;41;25902;São Pedro do Paraná;2.459;;
PR;41;26009;São Sebastião da Amoreira;8.968;;
PR;41;26108;São Tomé;5.686;;
PR;41;26207;Sapopema;6.906;;
PR;41;26256;Sarandi;91.344;;
PR;41;26272;Saudade do Iguaçu;5.410;;
PR;41;26306;Sengés;19.373;;
PR;41;26355;Serranópolis do Iguaçu;4.645;;
PR;41;26405;Sertaneja;5.678;;
PR;41;26504;Sertanópolis;16.429;;
PR;41;26603;Siqueira Campos;20.303;;
PR;41;26652;Sulina;3.257;;
PR;41;26678;Tamarana;13.939;;
PR;41;26702;Tamboara;5.028;;
PR;41;26801;Tapejara;15.835;;
PR;41;26900;Tapira;5.824;;
PR;41;27007;Teixeira Soares;11.666;;
PR;41;27106;Telêmaco Borba;76.550;;
PR;41;27205;Terra Boa;16.887;;
PR;41;27304;Terra Rica;16.453;;
PR;41;27403;Terra Roxa;17.573;;
PR;41;27502;Tibagi;20.470;;
PR;41;27601;Tijucas do Sul;16.161;;
PR;41;27700;Toledo;133.824;;
PR;41;27809;Tomazina;8.544;;
PR;41;27858;Três Barras do Paraná;12.242;;
PR;41;27882;Tunas do Paraná;7.767;;
PR;41;27908;Tuneiras do Oeste;8.847;;
PR;41;27957;Tupãssi;8.269;;
PR;41;27965;Turvo;13.712;;
PR;41;28005;Ubiratã;21.812;;
PR;41;28104;Umuarama;109.132;;
PR;41;28203;União da Vitória;56.650;;
PR;41;28302;Uniflor;2.604;;
PR;41;28401;Uraí;11.678;;
PR;41;28500;Wenceslau Braz;19.852;;
PR;41;28534;Ventania;11.252;;
PR;41;28559;Vera Cruz do Oeste;8.958;;
PR;41;28609;Verê;7.745;;
PR;41;28625;Alto Paraíso;3.037;;
PR;41;28633;Doutor Ulysses;5.794;;
PR;41;28658;Virmond;4.090;;
PR;41;28708;Vitorino;6.853;;
PR;41;28807;Xambrê;5.986;;
SC;42;00051;Abdon Batista;2.617;;
SC;42;00101;Abelardo Luz;17.782;;
SC;42;00200;Agrolândia;10.427;;
SC;42;00309;Agronômica;5.371;;
SC;42;00408;Água Doce;7.143;;
SC;42;00507;Águas de Chapecó;6.412;;
SC;42;00556;Águas Frias;2.397;;
SC;42;00606;Águas Mornas;6.206;;
SC;42;00705;Alfredo Wagner;9.905;;
SC;42;00754;Alto Bela Vista;1.977;;
SC;42;00804;Anchieta;5.909;;
SC;42;00903;Angelina;4.998;;
SC;42;01000;Anita Garibaldi;7.708;;
SC;42;01109;Anitápolis;3.251;;
SC;42;01208;Antônio Carlos;8.223;;
SC;42;01257;Apiúna;10.432;;
SC;42;01273;Arabutã;4.278;;
SC;42;01307;Araquari;33.867;;
SC;42;01406;Araranguá;66.442;;
SC;42;01505;Armazém;8.431;;
SC;42;01604;Arroio Trinta;3.564;;
SC;42;01653;Arvoredo;2.266;;
SC;42;01703;Ascurra;7.829;;
SC;42;01802;Atalanta;3.268;;
SC;42;01901;Aurora;5.681;;
SC;42;01950;Balneário Arroio do Silva;11.982;;
SC;42;02008;Balneário Camboriú;131.727;;
SC;42;02057;Balneário Barra do Sul;10.073;;
SC;42;02073;Balneário Gaivota;10.128;;
SC;42;02081;Bandeirante;2.779;;
SC;42;02099;Barra Bonita;1.764;;
SC;42;02107;Barra Velha;27.080;;
SC;42;02131;Bela Vista do Toldo;6.276;;
SC;42;02156;Belmonte;2.705;;
SC;42;02206;Benedito Novo;11.297;;
SC;42;02305;Biguaçu;65.528;;
SC;42;02404;Blumenau;343.715;;
SC;42;02438;Bocaina do Sul;3.440;;
SC;42;02453;Bombinhas;18.052;;
SC;42;02503;Bom Jardim da Serra;4.663;;
SC;42;02537;Bom Jesus;2.870;;
SC;42;02578;Bom Jesus do Oeste;2.153;;
SC;42;02602;Bom Retiro;9.698;;
SC;42;02701;Botuverá;5.022;;
SC;42;02800;Braço do Norte;32.209;;
SC;42;02859;Braço do Trombudo;3.682;;
SC;42;02875;Brunópolis;2.589;;
SC;42;02909;Brusque;125.810;;
SC;42;03006;Caçador;76.571;;
SC;42;03105;Caibi;6.228;;
SC;42;03154;Calmon;3.389;;
SC;42;03204;Camboriú;76.592;;
SC;42;03253;Capão Alto;2.625;;
SC;42;03303;Campo Alegre;12.002;;
SC;42;03402;Campo Belo do Sul;7.237;;
SC;42;03501;Campo Erê;8.890;;
SC;42;03600;Campos Novos;35.383;;
SC;42;03709;Canelinha;11.781;;
SC;42;03808;Canoinhas;54.296;;
SC;42;03907;Capinzal;22.327;;
SC;42;03956;Capivari de Baixo;23.982;;
SC;42;04004;Catanduvas;10.503;;
SC;42;04103;Caxambu do Sul;3.939;;
SC;42;04152;Celso Ramos;2.768;;
SC;42;04178;Cerro Negro;3.308;;
SC;42;04194;Chapadão do Lageado;2.933;;
SC;42;04202;Chapecó;209.553;;
SC;42;04251;Cocal do Sul;16.301;;
SC;42;04301;Concórdia;73.206;;
SC;42;04350;Cordilheira Alta;4.253;;
SC;42;04400;Coronel Freitas;10.165;;
SC;42;04459;Coronel Martins;2.541;;
SC;42;04509;Corupá;15.337;;
SC;42;04558;Correia Pinto;13.591;;
SC;42;04608;Criciúma;209.153;;
SC;42;04707;Cunha Porã;11.020;;
SC;42;04756;Cunhataí;1.949;;
SC;42;04806;Curitibanos;39.399;;
SC;42;04905;Descanso;8.452;;
SC;42;05001;Dionísio Cerqueira;15.395;;
SC;42;05100;Dona Emma;4.039;;
SC;42;05159;Doutor Pedrinho;3.990;;
SC;42;05175;Entre Rios;3.167;;
SC;42;05191;Ermo;2.077;;
SC;42;05209;Erval Velho;4.472;;
SC;42;05308;Faxinal dos Guedes;10.758;;
SC;42;05357;Flor do Sertão;1.597;;
SC;42;05407;Florianópolis;477.798;;
SC;42;05431;Formosa do Sul;2.562;;
SC;42;05456;Forquilhinha;25.560;;
SC;42;05506;Fraiburgo;36.102;;
SC;42;05555;Frei Rogério;2.197;;
SC;42;05605;Galvão;3.137;;
SC;42;05704;Garopaba;21.573;;
SC;42;05803;Garuva;17.134;;
SC;42;05902;Gaspar;66.213;;
SC;42;06009;Governador Celso Ramos;14.087;;
SC;42;06108;Grão Pará;6.507;;
SC;42;06207;Gravatal;11.313;;
SC;42;06306;Guabiruba;22.174;;
SC;42;06405;Guaraciaba;10.316;;
SC;42;06504;Guaramirim;41.879;;
SC;42;06603;Guarujá do Sul;5.118;;
SC;42;06652;Guatambú;4.736;;
SC;42;06702;Herval d'Oeste;22.324;;
SC;42;06751;Ibiam;1.968;;
SC;42;06801;Ibicaré;3.290;;
SC;42;06900;Ibirama;18.567;;
SC;42;07007;Içara;53.998;;
SC;42;07106;Ilhota;13.676;;
SC;42;07205;Imaruí;10.752;;
SC;42;07304;Imbituba;43.624;;
SC;42;07403;Imbuia;6.087;;
SC;42;07502;Indaial;65.000;;
SC;42;07577;Iomerê;2.899;;
SC;42;07601;Ipira;4.599;;
SC;42;07650;Iporã do Oeste;8.876;;
SC;42;07684;Ipuaçu;7.331;;
SC;42;07700;Ipumirim;7.530;;
SC;42;07759;Iraceminha;4.103;;
SC;42;07809;Irani;10.202;;
SC;42;07858;Irati;2.004;;
SC;42;07908;Irineópolis;11.061;;
SC;42;08005;Itá;6.311;;
SC;42;08104;Itaiópolis;21.385;;
SC;42;08203;Itajaí;208.958;;
SC;42;08302;Itapema;59.147;;
SC;42;08401;Itapiranga;16.541;;
SC;42;08450;Itapoá;18.749;;
SC;42;08500;Ituporanga;24.343;;
SC;42;08609;Jaborá;4.006;;
SC;42;08708;Jacinto Machado;10.573;;
SC;42;08807;Jaguaruna;19.254;;
SC;42;08906;Jaraguá do Sul;167.300;;
SC;42;08955;Jardinópolis;1.649;;
SC;42;09003;Joaçaba;29.310;;
SC;42;09102;Joinville;569.645;;
SC;42;09151;José Boiteux;4.874;;
SC;42;09177;Jupiá;2.134;;
SC;42;09201;Lacerdópolis;2.249;;
SC;42;09300;Lages;158.620;;
SC;42;09409;Laguna;44.982;;
SC;42;09458;Lajeado Grande;1.461;;
SC;42;09508;Laurentino;6.694;;
SC;42;09607;Lauro Muller;15.073;;
SC;42;09706;Lebon Régis;12.119;;
SC;42;09805;Leoberto Leal;3.179;;
SC;42;09854;Lindóia do Sul;4.630;;
SC;42;09904;Lontras;11.584;;
SC;42;10001;Luiz Alves;12.162;;
SC;42;10035;Luzerna;5.703;;
SC;42;10050;Macieira;1.807;;
SC;42;10100;Mafra;55.611;;
SC;42;10209;Major Gercino;3.416;;
SC;42;10308;Major Vieira;7.957;;
SC;42;10407;Maracajá;7.051;;
SC;42;10506;Maravilha;24.712;;
SC;42;10555;Marema;1.952;;
SC;42;10605;Massaranduba;16.240;;
SC;42;10704;Matos Costa;2.652;;
SC;42;10803;Meleiro;7.056;;
SC;42;10852;Mirim Doce;2.399;;
SC;42;10902;Modelo;4.181;;
SC;42;11009;Mondaí;11.343;;
SC;42;11058;Monte Carlo;9.740;;
SC;42;11108;Monte Castelo;8.473;;
SC;42;11207;Morro da Fumaça;17.373;;
SC;42;11256;Morro Grande;2.918;;
SC;42;11306;Navegantes;74.964;;
SC;42;11405;Nova Erechim;4.804;;
SC;42;11454;Nova Itaberaba;4.339;;
SC;42;11504;Nova Trento;13.861;;
SC;42;11603;Nova Veneza;14.654;;
SC;42;11652;Novo Horizonte;2.569;;
SC;42;11702;Orleans;22.587;;
SC;42;11751;Otacílio Costa;18.075;;
SC;42;11801;Ouro;7.381;;
SC;42;11850;Ouro Verde;2.254;;
SC;42;11876;Paial;1.607;;
SC;42;11892;Painel;2.378;;
SC;42;11900;Palhoça;161.395;;
SC;42;12007;Palma Sola;7.604;;
SC;42;12056;Palmeira;2.562;;
SC;42;12106;Palmitos;16.257;;
SC;42;12205;Papanduva;18.905;;
SC;42;12239;Paraíso;3.688;;
SC;42;12254;Passo de Torres;8.142;;
SC;42;12270;Passos Maia;4.279;;
SC;42;12304;Paulo Lopes;7.282;;
SC;42;12403;Pedras Grandes;4.047;;
SC;42;12502;Penha;30.262;;
SC;42;12601;Peritiba;2.880;;
SC;42;12650;Pescaria Brava;9.908;;
SC;42;12700;Petrolândia;6.051;;
SC;42;12809;Balneário Piçarras;21.253;;
SC;42;12908;Pinhalzinho;19.105;;
SC;42;13005;Pinheiro Preto;3.438;;
SC;42;13104;Piratuba;4.209;;
SC;42;13153;Planalto Alegre;2.823;;
SC;42;13203;Pomerode;31.760;;
SC;42;13302;Ponte Alta;4.796;;
SC;42;13351;Ponte Alta do Norte;3.405;;
SC;42;13401;Ponte Serrada;11.499;;
SC;42;13500;Porto Belo;19.744;;
SC;42;13609;Porto União;35.045;;
SC;42;13708;Pouso Redondo;16.692;;
SC;42;13807;Praia Grande;7.367;;
SC;42;13906;Presidente Castello Branco;1.630;;
SC;42;14003;Presidente Getúlio;16.736;;
SC;42;14102;Presidente Nereu;2.306;;
SC;42;14151;Princesa;2.891;;
SC;42;14201;Quilombo;10.096;;
SC;42;14300;Rancho Queimado;2.860;;
SC;42;14409;Rio das Antas;6.246;;
SC;42;14508;Rio do Campo;6.078;;
SC;42;14607;Rio do Oeste;7.428;;
SC;42;14706;Rio dos Cedros;11.295;;
SC;42;14805;Rio do Sul;68.217;;
SC;42;14904;Rio Fortuna;4.594;;
SC;42;15000;Rio Negrinho;41.817;;
SC;42;15059;Rio Rufino;2.487;;
SC;42;15075;Riqueza;4.705;;
SC;42;15109;Rodeio;11.434;;
SC;42;15208;Romelândia;5.120;;
SC;42;15307;Salete;7.614;;
SC;42;15356;Saltinho;3.872;;
SC;42;15406;Salto Veloso;4.616;;
SC;42;15455;Sangão;12.001;;
SC;42;15505;Santa Cecília;16.606;;
SC;42;15554;Santa Helena;2.288;;
SC;42;15604;Santa Rosa de Lima;2.133;;
SC;42;15653;Santa Rosa do Sul;8.333;;
SC;42;15679;Santa Terezinha;8.855;;
SC;42;15687;Santa Terezinha do Progresso;2.611;;
SC;42;15695;Santiago do Sul;1.341;;
SC;42;15703;Santo Amaro da Imperatriz;22.266;;
SC;42;15752;São Bernardino;2.496;;
SC;42;15802;São Bento do Sul;81.893;;
SC;42;15901;São Bonifácio;2.922;;
SC;42;16008;São Carlos;11.038;;
SC;42;16057;São Cristovão do Sul;5.412;;
SC;42;16107;São Domingos;9.509;;
SC;42;16206;São Francisco do Sul;49.658;;
SC;42;16255;São João do Oeste;6.285;;
SC;42;16305;São João Batista;33.897;;
SC;42;16354;São João do Itaperiú;3.662;;
SC;42;16404;São João do Sul;7.247;;
SC;42;16503;São Joaquim;26.447;;
SC;42;16602;São José;236.029;;
SC;42;16701;São José do Cedro;13.899;;
SC;42;16800;São José do Cerrito;8.705;;
SC;42;16909;São Lourenço do Oeste;23.473;;
SC;42;17006;São Ludgero;12.688;;
SC;42;17105;São Martinho;3.217;;
SC;42;17154;São Miguel da Boa Vista;1.860;;
SC;42;17204;São Miguel do Oeste;39.390;;
SC;42;17253;São Pedro de Alcântara;5.488;;
SC;42;17303;Saudades;9.594;;
SC;42;17402;Schroeder;19.463;;
SC;42;17501;Seara;17.483;;
SC;42;17550;Serra Alta;3.307;;
SC;42;17600;Siderópolis;13.778;;
SC;42;17709;Sombrio;29.340;;
SC;42;17758;Sul Brasil;2.587;;
SC;42;17808;Taió;18.161;;
SC;42;17907;Tangará;8.748;;
SC;42;17956;Tigrinhos;1.707;;
SC;42;18004;Tijucas;36.170;;
SC;42;18103;Timbé do Sul;5.379;;
SC;42;18202;Timbó;42.045;;
SC;42;18251;Timbó Grande;7.699;;
SC;42;18301;Três Barras;19.046;;
SC;42;18350;Treviso;3.824;;
SC;42;18400;Treze de Maio;7.082;;
SC;42;18509;Treze Tílias;7.392;;
SC;42;18608;Trombudo Central;7.135;;
SC;42;18707;Tubarão;103.674;;
SC;42;18756;Tunápolis;4.612;;
SC;42;18806;Turvo;12.649;;
SC;42;18855;União do Oeste;2.650;;
SC;42;18905;Urubici;11.147;;
SC;42;18954;Urupema;2.492;;
SC;42;19002;Urussanga;21.090;;
SC;42;19101;Vargeão;3.590;;
SC;42;19150;Vargem;2.586;;
SC;42;19176;Vargem Bonita;4.635;;
SC;42;19200;Vidal Ramos;6.361;;
SC;42;19309;Videira;51.499;;
SC;42;19358;Vitor Meireles;5.089;;
SC;42;19408;Witmarsum;3.876;;
SC;42;19507;Xanxerê;49.057;;
SC;42;19606;Xavantina;4.039;;
SC;42;19705;Xaxim;27.921;;
SC;42;19853;Zortéa;3.264;;
SC;42;20000;Balneário Rincão;12.212;;
RS;43;00034;Aceguá;4.731;;
RS;43;00059;Água Santa;3.841;;
RS;43;00109;Agudo;17.102;;
RS;43;00208;Ajuricaba;7.372;;
RS;43;00307;Alecrim;6.799;;
RS;43;00406;Alegrete;78.244;;
RS;43;00455;Alegria;4.085;;
RS;43;00471;Almirante Tamandaré do Sul;2.085;;
RS;43;00505;Alpestre;7.533;;
RS;43;00554;Alto Alegre;1.815;;
RS;43;00570;Alto Feliz;3.032;;
RS;43;00604;Alvorada;207.392;;
RS;43;00638;Amaral Ferrador;6.817;;
RS;43;00646;Ametista do Sul;7.573;;
RS;43;00661;André da Rocha;1.300;;
RS;43;00703;Anta Gorda;6.216;;
RS;43;00802;Antônio Prado;13.296;;
RS;43;00851;Arambaré;3.755;;
RS;43;00877;Araricá;5.349;;
RS;43;00901;Aratiba;6.621;;
RS;43;01008;Arroio do Meio;20.162;;
RS;43;01057;Arroio do Sal;8.921;;
RS;43;01073;Arroio do Padre;2.895;;
RS;43;01107;Arroio dos Ratos;14.227;;
RS;43;01206;Arroio do Tigre;13.353;;
RS;43;01305;Arroio Grande;18.935;;
RS;43;01404;Arvorezinha;10.605;;
RS;43;01503;Augusto Pestana;7.117;;
RS;43;01552;Áurea;3.725;;
RS;43;01602;Bagé;121.986;;
RS;43;01636;Balneário Pinhal;12.493;;
RS;43;01651;Barão;6.086;;
RS;43;01701;Barão de Cotegipe;6.759;;
RS;43;01750;Barão do Triunfo;7.415;;
RS;43;01800;Barracão;5.479;;
RS;43;01859;Barra do Guarita;3.245;;
RS;43;01875;Barra do Quaraí;4.212;;
RS;43;01909;Barra do Ribeiro;13.316;;
RS;43;01925;Barra do Rio Azul;1.933;;
RS;43;01958;Barra Funda;2.507;;
RS;43;02006;Barros Cassal;11.484;;
RS;43;02055;Benjamin Constant do Sul;2.245;;
RS;43;02105;Bento Gonçalves;114.203;;
RS;43;02154;Boa Vista das Missões;2.168;;
RS;43;02204;Boa Vista do Buricá;6.822;;
RS;43;02220;Boa Vista do Cadeado;2.524;;
RS;43;02238;Boa Vista do Incra;2.569;;
RS;43;02253;Boa Vista do Sul;2.859;;
RS;43;02303;Bom Jesus;11.784;;
RS;43;02352;Bom Princípio;13.064;;
RS;43;02378;Bom Progresso;2.238;;
RS;43;02402;Bom Retiro do Sul;12.158;;
RS;43;02451;Boqueirão do Leão;7.913;;
RS;43;02501;Bossoroca;6.836;;
RS;43;02584;Bozano;2.233;;
RS;43;02600;Braga;3.667;;
RS;43;02659;Brochier;4.975;;
RS;43;02709;Butiá;21.220;;
RS;43;02808;Caçapava do Sul;34.644;;
RS;43;02907;Cacequi;13.616;;
RS;43;03004;Cachoeira do Sul;85.600;;
RS;43;03103;Cachoeirinha;126.666;;
RS;43;03202;Cacique Doble;5.090;;
RS;43;03301;Caibaté;5.050;;
RS;43;03400;Caiçara;5.083;;
RS;43;03509;Camaquã;66.031;;
RS;43;03558;Camargo;2.726;;
RS;43;03608;Cambará do Sul;6.687;;
RS;43;03673;Campestre da Serra;3.400;;
RS;43;03707;Campina das Missões;6.031;;
RS;43;03806;Campinas do Sul;5.645;;
RS;43;03905;Campo Bom;64.553;;
RS;43;04002;Campo Novo;5.217;;
RS;43;04101;Campos Borges;3.524;;
RS;43;04200;Candelária;31.541;;
RS;43;04309;Cândido Godói;6.587;;
RS;43;04358;Candiota;9.362;;
RS;43;04408;Canela;42.746;;
RS;43;04507;Canguçu;55.956;;
RS;43;04606;Canoas;342.634;;
RS;43;04614;Canudos do Vale;1.823;;
RS;43;04622;Capão Bonito do Sul;1.764;;
RS;43;04630;Capão da Canoa;47.792;;
RS;43;04655;Capão do Cipó;3.419;;
RS;43;04663;Capão do Leão;25.441;;
RS;43;04671;Capivari do Sul;4.320;;
RS;43;04689;Capela de Santana;11.375;;
RS;43;04697;Capitão;2.763;;
RS;43;04705;Carazinho;62.193;;
RS;43;04713;Caraá;7.918;;
RS;43;04804;Carlos Barbosa;27.835;;
RS;43;04853;Carlos Gomes;1.560;;
RS;43;04903;Casca;9.059;;
RS;43;04952;Caseiros;3.174;;
RS;43;05009;Catuípe;9.367;;
RS;43;05108;Caxias do Sul;479.236;;
RS;43;05116;Centenário;3.021;;
RS;43;05124;Cerrito;6.461;;
RS;43;05132;Cerro Branco;4.681;;
RS;43;05157;Cerro Grande;2.443;;
RS;43;05173;Cerro Grande do Sul;11.377;;
RS;43;05207;Cerro Largo;14.024;;
RS;43;05306;Chapada;9.605;;
RS;43;05355;Charqueadas;38.599;;
RS;43;05371;Charrua;3.493;;
RS;43;05405;Chiapetta;4.043;;
RS;43;05439;Chuí;6.413;;
RS;43;05447;Chuvisca;5.292;;
RS;43;05454;Cidreira;14.511;;
RS;43;05504;Ciríaco;4.993;;
RS;43;05587;Colinas;2.499;;
RS;43;05603;Colorado;3.499;;
RS;43;05702;Condor;6.826;;
RS;43;05801;Constantina;10.101;;
RS;43;05835;Coqueiro Baixo;1.560;;
RS;43;05850;Coqueiros do Sul;2.467;;
RS;43;05871;Coronel Barros;2.556;;
RS;43;05900;Coronel Bicaco;7.801;;
RS;43;05934;Coronel Pilar;1.734;;
RS;43;05959;Cotiporã;4.004;;
RS;43;05975;Coxilha;2.880;;
RS;43;06007;Crissiumal;14.233;;
RS;43;06056;Cristal;7.792;;
RS;43;06072;Cristal do Sul;2.918;;
RS;43;06106;Cruz Alta;63.615;;
RS;43;06130;Cruzaltense;2.077;;
RS;43;06205;Cruzeiro do Sul;12.215;;
RS;43;06304;David Canabarro;4.842;;
RS;43;06320;Derrubadas;3.125;;
RS;43;06353;Dezesseis de Novembro;2.769;;
RS;43;06379;Dilermando de Aguiar;3.133;;
RS;43;06403;Dois Irmãos;30.472;;
RS;43;06429;Dois Irmãos das Missões;2.166;;
RS;43;06452;Dois Lajeados;3.424;;
RS;43;06502;Dom Feliciano;15.224;;
RS;43;06551;Dom Pedro de Alcântara;2.618;;
RS;43;06601;Dom Pedrito;39.853;;
RS;43;06700;Dona Francisca;3.352;;
RS;43;06734;Doutor Maurício Cardoso;5.154;;
RS;43;06759;Doutor Ricardo;2.074;;
RS;43;06767;Eldorado do Sul;38.199;;
RS;43;06809;Encantado;22.009;;
RS;43;06908;Encruzilhada do Sul;25.801;;
RS;43;06924;Engenho Velho;1.367;;
RS;43;06932;Entre-Ijuís;9.008;;
RS;43;06957;Entre Rios do Sul;3.052;;
RS;43;06973;Erebango;3.065;;
RS;43;07005;Erechim;102.906;;
RS;43;07054;Ernestina;3.211;;
RS;43;07104;Herval;6.978;;
RS;43;07203;Erval Grande;5.188;;
RS;43;07302;Erval Seco;7.715;;
RS;43;07401;Esmeralda;3.307;;
RS;43;07450;Esperança do Sul;3.224;;
RS;43;07500;Espumoso;15.826;;
RS;43;07559;Estação;6.165;;
RS;43;07609;Estância Velha;46.877;;
RS;43;07708;Esteio;84.114;;
RS;43;07807;Estrela;32.950;;
RS;43;07815;Estrela Velha;3.744;;
RS;43;07831;Eugênio de Castro;2.721;;
RS;43;07864;Fagundes Varela;2.716;;
RS;43;07906;Farroupilha;69.066;;
RS;43;08003;Faxinal do Soturno;6.868;;
RS;43;08052;Faxinalzinho;2.538;;
RS;43;08078;Fazenda Vilanova;4.148;;
RS;43;08102;Feliz;13.208;;
RS;43;08201;Flores da Cunha;29.405;;
RS;43;08250;Floriano Peixoto;1.972;;
RS;43;08300;Fontoura Xavier;10.861;;
RS;43;08409;Formigueiro;7.074;;
RS;43;08433;Forquetinha;2.523;;
RS;43;08458;Fortaleza dos Valos;4.603;;
RS;43;08508;Frederico Westphalen;30.699;;
RS;43;08607;Garibaldi;33.384;;
RS;43;08656;Garruchos;3.200;;
RS;43;08706;Gaurama;5.897;;
RS;43;08805;General Câmara;8.668;;
RS;43;08854;Gentil;1.708;;
RS;43;08904;Getúlio Vargas;16.648;;
RS;43;09001;Giruá;17.132;;
RS;43;09050;Glorinha;7.588;;
RS;43;09100;Gramado;34.832;;
RS;43;09126;Gramado dos Loureiros;2.258;;
RS;43;09159;Gramado Xavier;4.232;;
RS;43;09209;Gravataí;273.742;;
RS;43;09258;Guabiju;1.606;;
RS;43;09308;Guaíba;99.186;;
RS;43;09407;Guaporé;24.677;;
RS;43;09506;Guarani das Missões;8.114;;
RS;43;09555;Harmonia;4.630;;
RS;43;09571;Herveiras;3.067;;
RS;43;09605;Horizontina;19.286;;
RS;43;09654;Hulha Negra;6.521;;
RS;43;09704;Humaitá;4.998;;
RS;43;09753;Ibarama;4.518;;
RS;43;09803;Ibiaçá;4.847;;
RS;43;09902;Ibiraiaras;7.449;;
RS;43;09951;Ibirapuitã;4.159;;
RS;43;10009;Ibirubá;20.300;;
RS;43;10108;Igrejinha;34.630;;
RS;43;10207;Ijuí;83.089;;
RS;43;10306;Ilópolis;4.205;;
RS;43;10330;Imbé;20.294;;
RS;43;10363;Imigrante;3.152;;
RS;43;10405;Independência;6.625;;
RS;43;10413;Inhacorá;2.315;;
RS;43;10439;Ipê;6.448;;
RS;43;10462;Ipiranga do Sul;1.978;;
RS;43;10504;Iraí;7.969;;
RS;43;10538;Itaara;5.357;;
RS;43;10553;Itacurubi;3.552;;
RS;43;10579;Itapuca;2.309;;
RS;43;10603;Itaqui;39.049;;
RS;43;10652;Itati;2.592;;
RS;43;10702;Itatiba do Sul;3.944;;
RS;43;10751;Ivorá;2.118;;
RS;43;10801;Ivoti;22.270;;
RS;43;10850;Jaboticaba;4.099;;
RS;43;10876;Jacuizinho;2.656;;
RS;43;10900;Jacutinga;3.709;;
RS;43;11007;Jaguarão;28.230;;
RS;43;11106;Jaguari;11.551;;
RS;43;11122;Jaquirana;4.110;;
RS;43;11130;Jari;3.650;;
RS;43;11155;Jóia;8.668;;
RS;43;11205;Júlio de Castilhos;20.032;;
RS;43;11239;Lagoa Bonita do Sul;2.839;;
RS;43;11254;Lagoão;6.504;;
RS;43;11270;Lagoa dos Três Cantos;1.649;;
RS;43;11304;Lagoa Vermelha;28.443;;
RS;43;11403;Lajeado;79.172;;
RS;43;11429;Lajeado do Bugre;2.592;;
RS;43;11502;Lavras do Sul;7.820;;
RS;43;11601;Liberato Salzano;5.718;;
RS;43;11627;Lindolfo Collor;5.719;;
RS;43;11643;Linha Nova;1.707;;
RS;43;11700;Machadinho;5.645;;
RS;43;11718;Maçambará;4.814;;
RS;43;11734;Mampituba;3.081;;
RS;43;11759;Manoel Viana;7.372;;
RS;43;11775;Maquiné;7.028;;
RS;43;11791;Maratá;2.668;;
RS;43;11809;Marau;40.629;;
RS;43;11908;Marcelino Ramos;4.982;;
RS;43;11981;Mariana Pimentel;3.926;;
RS;43;12005;Mariano Moro;2.200;;
RS;43;12054;Marques de Souza;4.163;;
RS;43;12104;Mata;5.141;;
RS;43;12138;Mato Castelhano;2.571;;
RS;43;12153;Mato Leitão;4.240;;
RS;43;12179;Mato Queimado;1.789;;
RS;43;12203;Maximiliano de Almeida;4.834;;
RS;43;12252;Minas do Leão;8.035;;
RS;43;12302;Miraguaí;4.978;;
RS;43;12351;Montauri;1.551;;
RS;43;12377;Monte Alegre dos Campos;3.243;;
RS;43;12385;Monte Belo do Sul;2.696;;
RS;43;12401;Montenegro;63.551;;
